onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0		
11.5704	0.0002	Stimulus/S128	2	57852		
18.6478	0.0002	Stimulus/S128	2	93239		
26.725	0.0002	Stimulus/S128	2	133625		
33.8162	0.0002	Stimulus/S128	2	169081		
41.8868	0.0002	Stimulus/S128	2	209434		
47.9568	0.0002	Stimulus/S128	2	239784		
54.0272	0.0002	Stimulus/S128	2	270136		
62.0908	0.0002	Stimulus/S128	2	310454		
69.182	0.0002	Stimulus/S128	2	345910		
75.2592	0.0002	Stimulus/S128	2	376296		
83.3506	0.0002	Stimulus/S128	2	416753		
90.4278	0.0002	Stimulus/S128	2	452139		
96.491	0.0002	Stimulus/S128	2	482455		
103.5546	0.0002	Stimulus/S128	2	517773		
110.6248	0.0002	Stimulus/S128	2	553124		
116.709	0.0002	Stimulus/S128	2	583545		
123.7794	0.0002	Stimulus/S128	2	618897		
130.8428	0.0002	Stimulus/S128	2	654214		
136.9062	0.0002	Stimulus/S128	2	684531		
143.9834	0.0002	Stimulus/S128	2	719917		
150.0536	0.0002	Stimulus/S128	2	750268		
158.1172	0.0002	Stimulus/S128	2	790586		
164.1874	0.0002	Stimulus/S128	2	820937		
172.251	0.0002	Stimulus/S128	2	861255		
179.3214	0.0002	Stimulus/S128	2	896607		
185.3848	0.0002	Stimulus/S128	2	926924		
192.462	0.0002	Stimulus/S128	2	962310		
199.5532	0.0002	Stimulus/S128	2	997766		
205.6234	0.0002	Stimulus/S128	2	1028117		
211.6936	0.0002	Stimulus/S128	2	1058468		
219.7642	0.0002	Stimulus/S128	2	1098821		
227.847	0.0002	Stimulus/S128	2	1139235		
235.926	0.0002	Stimulus/S128	2	1179630		
242.0032	0.0002	Stimulus/S128	2	1210016		
248.0666	0.0002	Stimulus/S128	2	1240333		
256.13	0.0002	Stimulus/S128	2	1280650		
262.228	0.0002	Stimulus/S128	2	1311140		
268.2982	0.0002	Stimulus/S128	2	1341491		
276.3756	0.0002	Stimulus/S128	2	1381878		
284.4392	0.0002	Stimulus/S128	2	1422196		
291.5166	0.0002	Stimulus/S128	2	1457583		
297.5798	0.0002	Stimulus/S128	2	1487899		
304.6502	0.0002	Stimulus/S128	2	1523251		
311.7206	0.0002	Stimulus/S128	2	1558603		
319.798	0.0002	Stimulus/S128	2	1598990		
327.867	0.0002	Stimulus/S128	2	1639335		
336.0084	0.0002	Stimulus/S128	2	1680042		
342.0718	0.0002	Stimulus/S128	2	1710359		
350.1422	0.0002	Stimulus/S128	2	1750711		
358.2196	0.0002	Stimulus/S128	2	1791098		
364.283	0.0002	Stimulus/S128	2	1821415		
371.3464	0.0002	Stimulus/S128	2	1856732		
379.4154	0.0002	Stimulus/S128	2	1897077		
386.4804	0.0002	Stimulus/S128	2	1932402		
