onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0		
5.5448	0.0002	Stimulus/S128	2	27724		
13.6134	0.0002	Stimulus/S128	2	68067		
21.6788	0.0002	Stimulus/S128	2	108394		
28.756	0.0002	Stimulus/S128	2	143780		
34.8264	0.0002	Stimulus/S128	2	174132		
42.8968	0.0002	Stimulus/S128	2	214484		
49.981	0.0002	Stimulus/S128	2	249905		
57.0512	0.0002	Stimulus/S128	2	285256		
64.1702	0.0002	Stimulus/S128	2	320851		
71.239	0.0002	Stimulus/S128	2	356195		
77.3108	0.0002	Stimulus/S128	2	386554		
85.3814	0.0002	Stimulus/S128	2	426907		
91.4588	0.0002	Stimulus/S128	2	457294		
97.5288	0.0002	Stimulus/S128	2	487644		
105.5924	0.0002	Stimulus/S128	2	527962		
112.6558	0.0002	Stimulus/S128	2	563279		
120.7192	0.0002	Stimulus/S128	2	603596		
126.7964	0.0002	Stimulus/S128	2	633982		
132.8668	0.0002	Stimulus/S128	2	664334		
139.9442	0.0002	Stimulus/S128	2	699721		
146.0282	0.0002	Stimulus/S128	2	730141		
153.1126	0.0002	Stimulus/S128	2	765563		
159.1896	0.0002	Stimulus/S128	2	795948		
165.2528	0.0002	Stimulus/S128	2	826264		
173.3234	0.0002	Stimulus/S128	2	866617		
181.4062	0.0002	Stimulus/S128	2	907031		
188.478	0.0002	Stimulus/S128	2	942390		
196.5764	0.0002	Stimulus/S128	2	982882		
202.6604	0.0002	Stimulus/S128	2	1013302		
210.7244	0.0002	Stimulus/S128	2	1053622		
217.7944	0.0002	Stimulus/S128	2	1088972		
225.8648	0.0002	Stimulus/S128	2	1129324		
232.9284	0.0002	Stimulus/S128	2	1164642		
238.9916	0.0002	Stimulus/S128	2	1194958		
246.0688	0.0002	Stimulus/S128	2	1230344		
253.1462	0.0002	Stimulus/S128	2	1265731		
261.2096	0.0002	Stimulus/S128	2	1306048		
269.2872	0.0002	Stimulus/S128	2	1346436		
276.3574	0.0002	Stimulus/S128	2	1381787		
284.421	0.0002	Stimulus/S128	2	1422105		
290.4914	0.0002	Stimulus/S128	2	1452457		
297.5686	0.0002	Stimulus/S128	2	1487843		
304.639	0.0002	Stimulus/S128	2	1523195		
312.7302	0.0002	Stimulus/S128	2	1563651		
320.8078	0.0002	Stimulus/S128	2	1604039		
326.8988	0.0002	Stimulus/S128	2	1634494		
332.976	0.0002	Stimulus/S128	2	1664880		
341.0396	0.0002	Stimulus/S128	2	1705198		
347.1098	0.0002	Stimulus/S128	2	1735549		
354.187	0.0002	Stimulus/S128	2	1770935		
360.2712	0.0002	Stimulus/S128	2	1801356		
366.3344	0.0002	Stimulus/S128	2	1831672		
373.4186	0.0002	Stimulus/S128	2	1867093		
379.4824	0.0002	Stimulus/S128	2	1897412		
