onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0		
13.5288	0.0002	Stimulus/S128	2	67644		
21.363	0.0002	Stimulus/S128	2	106815		
28.1972	0.0002	Stimulus/S128	2	140986		
35.0314	0.0002	Stimulus/S128	2	175157		
40.8656	0.0002	Stimulus/S128	2	204328		
46.6996	0.0002	Stimulus/S128	2	233498		
53.5338	0.0002	Stimulus/S128	2	267669		
61.3682	0.0002	Stimulus/S128	2	306841		
68.2024	0.0002	Stimulus/S128	2	341012		
76.0368	0.0002	Stimulus/S128	2	380184		
83.8712	0.0002	Stimulus/S128	2	419356		
90.7054	0.0002	Stimulus/S128	2	453527		
96.5394	0.0002	Stimulus/S128	2	482697		
102.3736	0.0002	Stimulus/S128	2	511868		
109.2078	0.0002	Stimulus/S128	2	546039		
115.0418	0.0002	Stimulus/S128	2	575209		
122.8762	0.0002	Stimulus/S128	2	614381		
128.7102	0.0002	Stimulus/S128	2	643551		
134.5446	0.0002	Stimulus/S128	2	672723		
140.3786	0.0002	Stimulus/S128	2	701893		
147.2126	0.0002	Stimulus/S128	2	736063		
155.047	0.0002	Stimulus/S128	2	775235		
162.8814	0.0002	Stimulus/S128	2	814407		
169.7156	0.0002	Stimulus/S128	2	848578		
177.5514	0.0002	Stimulus/S128	2	887757		
185.3844	0.0002	Stimulus/S128	2	926922		
192.2186	0.0002	Stimulus/S128	2	961093		
200.053	0.0002	Stimulus/S128	2	1000265		
207.8872	0.0002	Stimulus/S128	2	1039436		
213.7214	0.0002	Stimulus/S128	2	1068607		
220.5556	0.0002	Stimulus/S128	2	1102778		
226.3898	0.0002	Stimulus/S128	2	1131949		
232.2238	0.0002	Stimulus/S128	2	1161119		
240.0582	0.0002	Stimulus/S128	2	1200291		
245.8922	0.0002	Stimulus/S128	2	1229461		
251.7262	0.0002	Stimulus/S128	2	1258631		
259.5608	0.0002	Stimulus/S128	2	1297804		
266.395	0.0002	Stimulus/S128	2	1331975		
272.229	0.0002	Stimulus/S128	2	1361145		
278.0632	0.0002	Stimulus/S128	2	1390316		
285.8974	0.0002	Stimulus/S128	2	1429487		
292.7316	0.0002	Stimulus/S128	2	1463658		
299.5658	0.0002	Stimulus/S128	2	1497829		
306.4002	0.0002	Stimulus/S128	2	1532001		
313.2344	0.0002	Stimulus/S128	2	1566172		
321.0688	0.0002	Stimulus/S128	2	1605344		
326.9028	0.0002	Stimulus/S128	2	1634514		
334.7372	0.0002	Stimulus/S128	2	1673686		
342.5716	0.0002	Stimulus/S128	2	1712858		
349.4058	0.0002	Stimulus/S128	2	1747029		
355.2398	0.0002	Stimulus/S128	2	1776199		
361.0738	0.0002	Stimulus/S128	2	1805369		
367.9082	0.0002	Stimulus/S128	2	1839541		
374.7422	0.0002	Stimulus/S128	2	1873711		
