onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0		
10.8486	0.0002	Stimulus/S128	2	54243		
16.9188	0.0002	Stimulus/S128	2	84594		
23.989	0.0002	Stimulus/S128	2	119945		
31.0526	0.0002	Stimulus/S128	2	155263		
38.116	0.0002	Stimulus/S128	2	190580		
45.1864	0.0002	Stimulus/S128	2	225932		
53.2498	0.0002	Stimulus/S128	2	266249		
59.3202	0.0002	Stimulus/S128	2	296601		
65.4322	0.0002	Stimulus/S128	2	327161		
73.5026	0.0002	Stimulus/S128	2	367513		
80.573	0.0002	Stimulus/S128	2	402865		
88.6364	0.0002	Stimulus/S128	2	443182		
94.7136	0.0002	Stimulus/S128	2	473568		
100.7838	0.0002	Stimulus/S128	2	503919		
108.8544	0.0002	Stimulus/S128	2	544272		
116.9178	0.0002	Stimulus/S128	2	584589		
123.9814	0.0002	Stimulus/S128	2	619907		
130.0516	0.0002	Stimulus/S128	2	650258		
137.122	0.0002	Stimulus/S128	2	685610		
143.1922	0.0002	Stimulus/S128	2	715961		
151.2558	0.0002	Stimulus/S128	2	756279		
158.319	0.0002	Stimulus/S128	2	791595		
164.3894	0.0002	Stimulus/S128	2	821947		
171.4528	0.0002	Stimulus/S128	2	857264		
179.5302	0.0002	Stimulus/S128	2	897651		
187.5938	0.0002	Stimulus/S128	2	937969		
193.657	0.0002	Stimulus/S128	2	968285		
200.7206	0.0002	Stimulus/S128	2	1003603		
208.798	0.0002	Stimulus/S128	2	1043990		
214.8682	0.0002	Stimulus/S128	2	1074341		
221.9384	0.0002	Stimulus/S128	2	1109692		
230.009	0.0002	Stimulus/S128	2	1150045		
237.0864	0.0002	Stimulus/S128	2	1185432		
243.1496	0.0002	Stimulus/S128	2	1215748		
251.2132	0.0002	Stimulus/S128	2	1256066		
259.2906	0.0002	Stimulus/S128	2	1296453		
265.3608	0.0002	Stimulus/S128	2	1326804		
272.4382	0.0002	Stimulus/S128	2	1362191		
278.5224	0.0002	Stimulus/S128	2	1392612		
286.5928	0.0002	Stimulus/S128	2	1432964		
293.6632	0.0002	Stimulus/S128	2	1468316		
299.7264	0.0002	Stimulus/S128	2	1498632		
306.7898	0.0002	Stimulus/S128	2	1533949		
312.8602	0.0002	Stimulus/S128	2	1564301		
321.0	0.0002	Stimulus/S128	2	1605000		
328.0704	0.0002	Stimulus/S128	2	1640352		
334.1406	0.0002	Stimulus/S128	2	1670703		
342.2042	0.0002	Stimulus/S128	2	1711021		
349.2746	0.0002	Stimulus/S128	2	1746373		
355.3448	0.0002	Stimulus/S128	2	1776724		
362.4152	0.0002	Stimulus/S128	2	1812076		
368.4786	0.0002	Stimulus/S128	2	1842393		
376.5614	0.0002	Stimulus/S128	2	1882807		
384.6264	0.0002	Stimulus/S128	2	1923132		
