onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	60.0	72.0
8.6242	0.0002	Stimulus/S128	2	43121	60.0	72.0
16.6876	0.0002	Stimulus/S128	2	83438	60.0	72.0
23.765	0.0002	Stimulus/S128	2	118825	60.0	72.0
31.8284	0.0002	Stimulus/S128	2	159142	60.0	72.0
38.8988	0.0002	Stimulus/S128	2	194494	60.0	72.0
46.9622	0.0002	Stimulus/S128	2	234811	60.0	72.0
53.0256	0.0002	Stimulus/S128	2	265128	60.0	72.0
61.11	0.0002	Stimulus/S128	2	305550	60.0	72.0
68.1872	0.0002	Stimulus/S128	2	340936	60.0	72.0
74.2992	0.0002	Stimulus/S128	2	371496	60.0	72.0
80.3624	0.0002	Stimulus/S128	2	401812	60.0	72.0
86.4258	0.0002	Stimulus/S128	2	432129	60.0	72.0
92.496	0.0002	Stimulus/S128	2	462480	60.0	72.0
100.5594	0.0002	Stimulus/S128	2	502797	60.0	72.0
106.6506	0.0002	Stimulus/S128	2	533253	60.0	72.0
113.7208	0.0002	Stimulus/S128	2	568604	60.0	72.0
120.7844	0.0002	Stimulus/S128	2	603922	60.0	72.0
128.8478	0.0002	Stimulus/S128	2	644239	60.0	72.0
134.925	0.0002	Stimulus/S128	2	674625	60.0	72.0
143.0372	0.0002	Stimulus/S128	2	715186	60.0	72.0
151.1146	0.0002	Stimulus/S128	2	755573	60.0	72.0
158.199	0.0002	Stimulus/S128	2	790995	60.0	72.0
165.2692	0.0002	Stimulus/S128	2	826346	60.0	72.0
173.3606	0.0002	Stimulus/S128	2	866803	60.0	72.0
180.438	0.0002	Stimulus/S128	2	902190	60.0	72.0
188.5014	0.0002	Stimulus/S128	2	942507	60.0	72.0
195.5926	0.0002	Stimulus/S128	2	977963	60.0	72.0
201.6558	0.0002	Stimulus/S128	2	1008279	60.0	72.0
209.7264	0.0002	Stimulus/S128	2	1048632	60.0	72.0
216.7898	0.0002	Stimulus/S128	2	1083949	60.0	72.0
224.8672	0.0002	Stimulus/S128	2	1124336	60.0	72.0
231.9446	0.0002	Stimulus/S128	2	1159723	60.0	72.0
239.0412	0.0002	Stimulus/S128	2	1195206	60.0	72.0
247.12	0.0002	Stimulus/S128	2	1235600	60.0	72.0
253.2112	0.0002	Stimulus/S128	2	1266056	60.0	72.0
261.2886	0.0002	Stimulus/S128	2	1306443	60.0	72.0
267.3588	0.0002	Stimulus/S128	2	1336794	60.0	72.0
275.457	0.0002	Stimulus/S128	2	1377285	60.0	72.0
282.5204	0.0002	Stimulus/S128	2	1412602	60.0	72.0
288.6046	0.0002	Stimulus/S128	2	1443023	60.0	72.0
294.6678	0.0002	Stimulus/S128	2	1473339	60.0	72.0
302.7384	0.0002	Stimulus/S128	2	1513692	60.0	72.0
308.8018	0.0002	Stimulus/S128	2	1544009	60.0	72.0
316.879	0.0002	Stimulus/S128	2	1584395	60.0	72.0
323.9424	0.0002	Stimulus/S128	2	1619712	60.0	72.0
331.006	0.0002	Stimulus/S128	2	1655030	60.0	72.0
338.097	0.0002	Stimulus/S128	2	1690485	60.0	72.0
344.1672	0.0002	Stimulus/S128	2	1720836	60.0	72.0
350.2374	0.0002	Stimulus/S128	2	1751187	60.0	72.0
358.308	0.0002	Stimulus/S128	2	1791540	60.0	72.0
364.3714	0.0002	Stimulus/S128	2	1821857	60.0	72.0
371.4418	0.0002	Stimulus/S128	2	1857209	60.0	72.0
377.5188	0.0002	Stimulus/S128	2	1887594	60.0	72.0
384.5822	0.0002	Stimulus/S128	2	1922911	60.0	72.0
