onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	47.0	62.0
23.9612	0.0002	Stimulus/S128	2	119806	47.0	62.0
32.0454	0.0002	Stimulus/S128	2	160227	47.0	62.0
40.1144	0.0002	Stimulus/S128	2	200572	47.0	62.0
47.1794	0.0002	Stimulus/S128	2	235897	47.0	62.0
53.2498	0.0002	Stimulus/S128	2	266249	47.0	62.0
61.3202	0.0002	Stimulus/S128	2	306601	47.0	62.0
67.4042	0.0002	Stimulus/S128	2	337021	47.0	62.0
74.4746	0.0002	Stimulus/S128	2	372373	47.0	62.0
81.538	0.0002	Stimulus/S128	2	407690	47.0	62.0
89.6016	0.0002	Stimulus/S128	2	448008	47.0	62.0
95.6702	0.0002	Stimulus/S128	2	478351	47.0	62.0
103.7492	0.0002	Stimulus/S128	2	518746	47.0	62.0
110.8264	0.0002	Stimulus/S128	2	554132	47.0	62.0
116.9106	0.0002	Stimulus/S128	2	584553	47.0	62.0
122.9738	0.0002	Stimulus/S128	2	614869	47.0	62.0
130.0374	0.0002	Stimulus/S128	2	650187	47.0	62.0
136.1076	0.0002	Stimulus/S128	2	680538	47.0	62.0
144.1782	0.0002	Stimulus/S128	2	720891	47.0	62.0
152.2832	0.0002	Stimulus/S128	2	761416	47.0	62.0
159.3674	0.0002	Stimulus/S128	2	796837	47.0	62.0
165.4516	0.0002	Stimulus/S128	2	827258	47.0	62.0
173.5152	0.0002	Stimulus/S128	2	867576	47.0	62.0
180.5786	0.0002	Stimulus/S128	2	902893	47.0	62.0
187.642	0.0002	Stimulus/S128	2	938210	47.0	62.0
193.7052	0.0002	Stimulus/S128	2	968526	47.0	62.0
201.7758	0.0002	Stimulus/S128	2	1008879	47.0	62.0
208.8462	0.0002	Stimulus/S128	2	1044231	47.0	62.0
215.9374	0.0002	Stimulus/S128	2	1079687	47.0	62.0
223.0076	0.0002	Stimulus/S128	2	1115038	47.0	62.0
229.071	0.0002	Stimulus/S128	2	1145355	47.0	62.0
235.1344	0.0002	Stimulus/S128	2	1175672	47.0	62.0
242.2116	0.0002	Stimulus/S128	2	1211058	47.0	62.0
249.2958	0.0002	Stimulus/S128	2	1246479	47.0	62.0
255.366	0.0002	Stimulus/S128	2	1276830	47.0	62.0
261.4348	0.0002	Stimulus/S128	2	1307174	47.0	62.0
269.4998	0.0002	Stimulus/S128	2	1347499	47.0	62.0
277.5704	0.0002	Stimulus/S128	2	1387852	47.0	62.0
283.6406	0.0002	Stimulus/S128	2	1418203	47.0	62.0
289.704	0.0002	Stimulus/S128	2	1448520	47.0	62.0
295.781	0.0002	Stimulus/S128	2	1478905	47.0	62.0
303.8514	0.0002	Stimulus/S128	2	1519257	47.0	62.0
310.9148	0.0002	Stimulus/S128	2	1554574	47.0	62.0
318.9784	0.0002	Stimulus/S128	2	1594892	47.0	62.0
327.042	0.0002	Stimulus/S128	2	1635210	47.0	62.0
334.1054	0.0002	Stimulus/S128	2	1670527	47.0	62.0
342.169	0.0002	Stimulus/S128	2	1710845	47.0	62.0
349.2602	0.0002	Stimulus/S128	2	1746301	47.0	62.0
356.3374	0.0002	Stimulus/S128	2	1781687	47.0	62.0
363.4216	0.0002	Stimulus/S128	2	1817108	47.0	62.0
371.4992	0.0002	Stimulus/S128	2	1857496	47.0	62.0
377.5902	0.0002	Stimulus/S128	2	1887951	47.0	62.0
383.6536	0.0002	Stimulus/S128	2	1918268	47.0	62.0
391.717	0.0002	Stimulus/S128	2	1958585	47.0	62.0
397.7942	0.0002	Stimulus/S128	2	1988971	47.0	62.0
