onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	47.0	62.0
56.4548	0.0002	Stimulus/S128	2	282274	47.0	62.0
63.5252	0.0002	Stimulus/S128	2	317626	47.0	62.0
71.6026	0.0002	Stimulus/S128	2	358013	47.0	62.0
79.6662	0.0002	Stimulus/S128	2	398331	47.0	62.0
85.7432	0.0002	Stimulus/S128	2	428716	47.0	62.0
93.8068	0.0002	Stimulus/S128	2	469034	47.0	62.0
100.8702	0.0002	Stimulus/S128	2	504351	47.0	62.0
106.9336	0.0002	Stimulus/S128	2	534668	47.0	62.0
113.0108	0.0002	Stimulus/S128	2	565054	47.0	62.0
121.0882	0.0002	Stimulus/S128	2	605441	47.0	62.0
129.1516	0.0002	Stimulus/S128	2	645758	47.0	62.0
135.215	0.0002	Stimulus/S128	2	676075	47.0	62.0
142.2784	0.0002	Stimulus/S128	2	711392	47.0	62.0
148.3418	0.0002	Stimulus/S128	2	741709	47.0	62.0
154.4188	0.0002	Stimulus/S128	2	772094	47.0	62.0
162.4824	0.0002	Stimulus/S128	2	812412	47.0	62.0
168.5456	0.0002	Stimulus/S128	2	842728	47.0	62.0
174.609	0.0002	Stimulus/S128	2	873045	47.0	62.0
181.6724	0.0002	Stimulus/S128	2	908362	47.0	62.0
189.7606	0.0002	Stimulus/S128	2	948803	47.0	62.0
195.827	0.0002	Stimulus/S128	2	979135	47.0	62.0
202.9112	0.0002	Stimulus/S128	2	1014556	47.0	62.0
210.9748	0.0002	Stimulus/S128	2	1054874	47.0	62.0
218.0382	0.0002	Stimulus/S128	2	1090191	47.0	62.0
226.1018	0.0002	Stimulus/S128	2	1130509	47.0	62.0
233.179	0.0002	Stimulus/S128	2	1165895	47.0	62.0
240.2564	0.0002	Stimulus/S128	2	1201282	47.0	62.0
247.32	0.0002	Stimulus/S128	2	1236600	47.0	62.0
255.3902	0.0002	Stimulus/S128	2	1276951	47.0	62.0
263.4608	0.0002	Stimulus/S128	2	1317304	47.0	62.0
270.552	0.0002	Stimulus/S128	2	1352760	47.0	62.0
278.6224	0.0002	Stimulus/S128	2	1393112	47.0	62.0
286.7068	0.0002	Stimulus/S128	2	1433534	47.0	62.0
294.7842	0.0002	Stimulus/S128	2	1473921	47.0	62.0
300.8476	0.0002	Stimulus/S128	2	1504238	47.0	62.0
308.918	0.0002	Stimulus/S128	2	1544590	47.0	62.0
315.9954	0.0002	Stimulus/S128	2	1579977	47.0	62.0
323.0656	0.0002	Stimulus/S128	2	1615328	47.0	62.0
331.1294	0.0002	Stimulus/S128	2	1655647	47.0	62.0
337.1994	0.0002	Stimulus/S128	2	1685997	47.0	62.0
343.2698	0.0002	Stimulus/S128	2	1716349	47.0	62.0
349.3468	0.0002	Stimulus/S128	2	1746734	47.0	62.0
356.4172	0.0002	Stimulus/S128	2	1782086	47.0	62.0
362.4808	0.0002	Stimulus/S128	2	1812404	47.0	62.0
369.5578	0.0002	Stimulus/S128	2	1847789	47.0	62.0
376.6282	0.0002	Stimulus/S128	2	1883141	47.0	62.0
382.7054	0.0002	Stimulus/S128	2	1913527	47.0	62.0
388.7756	0.0002	Stimulus/S128	2	1943878	47.0	62.0
395.839	0.0002	Stimulus/S128	2	1979195	47.0	62.0
402.9094	0.0002	Stimulus/S128	2	2014547	47.0	62.0
410.973	0.0002	Stimulus/S128	2	2054865	47.0	62.0
417.05	0.0002	Stimulus/S128	2	2085250	47.0	62.0
425.1276	0.0002	Stimulus/S128	2	2125638	47.0	62.0
431.2186	0.0002	Stimulus/S128	2	2156093	47.0	62.0
