onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	52.0	62.0
6.8	0.0002	New Segment/	1	34000	52.0	62.0
32.8448	0.0002	Stimulus/S128	2	164224	52.0	62.0
39.943	0.0002	Stimulus/S128	2	199715	52.0	62.0
46.013	0.0002	Stimulus/S128	2	230065	52.0	62.0
53.0834	0.0002	Stimulus/S128	2	265417	52.0	62.0
59.1468	0.0002	Stimulus/S128	2	295734	52.0	62.0
65.21	0.0002	Stimulus/S128	2	326050	52.0	62.0
71.2732	0.0002	Stimulus/S128	2	356366	52.0	62.0
78.3368	0.0002	Stimulus/S128	2	391684	52.0	62.0
85.4212	0.0002	Stimulus/S128	2	427106	52.0	62.0
93.4968	0.0002	Stimulus/S128	2	467484	52.0	62.0
100.5618	0.0002	Stimulus/S128	2	502809	52.0	62.0
108.6394	0.0002	Stimulus/S128	2	543197	52.0	62.0
116.7098	0.0002	Stimulus/S128	2	583549	52.0	62.0
123.7764	0.0002	Stimulus/S128	2	618882	52.0	62.0
130.8436	0.0002	Stimulus/S128	2	654218	52.0	62.0
136.9138	0.0002	Stimulus/S128	2	684569	52.0	62.0
142.977	0.0002	Stimulus/S128	2	714885	52.0	62.0
150.0404	0.0002	Stimulus/S128	2	750202	52.0	62.0
156.111	0.0002	Stimulus/S128	2	780555	52.0	62.0
164.1886	0.0002	Stimulus/S128	2	820943	52.0	62.0
172.2588	0.0002	Stimulus/S128	2	861294	52.0	62.0
179.322	0.0002	Stimulus/S128	2	896610	52.0	62.0
186.3994	0.0002	Stimulus/S128	2	931997	52.0	62.0
192.4696	0.0002	Stimulus/S128	2	962348	52.0	62.0
199.5352	0.0002	Stimulus/S128	2	997676	52.0	62.0
207.6036	0.0002	Stimulus/S128	2	1038018	52.0	62.0
215.681	0.0002	Stimulus/S128	2	1078405	52.0	62.0
221.7442	0.0002	Stimulus/S128	2	1108721	52.0	62.0
227.8216	0.0002	Stimulus/S128	2	1139108	52.0	62.0
235.9128	0.0002	Stimulus/S128	2	1179564	52.0	62.0
243.9904	0.0002	Stimulus/S128	2	1219952	52.0	62.0
252.0816	0.0002	Stimulus/S128	2	1260408	52.0	62.0
259.152	0.0002	Stimulus/S128	2	1295760	52.0	62.0
265.2222	0.0002	Stimulus/S128	2	1326111	52.0	62.0
273.2858	0.0002	Stimulus/S128	2	1366429	52.0	62.0
280.3546	0.0002	Stimulus/S128	2	1401773	52.0	62.0
287.4196	0.0002	Stimulus/S128	2	1437098	52.0	62.0
293.4898	0.0002	Stimulus/S128	2	1467449	52.0	62.0
299.5808	0.0002	Stimulus/S128	2	1497904	52.0	62.0
307.6514	0.0002	Stimulus/S128	2	1538257	52.0	62.0
313.7146	0.0002	Stimulus/S128	2	1568573	52.0	62.0
320.778	0.0002	Stimulus/S128	2	1603890	52.0	62.0
328.8416	0.0002	Stimulus/S128	2	1644208	52.0	62.0
334.905	0.0002	Stimulus/S128	2	1674525	52.0	62.0
342.9684	0.0002	Stimulus/S128	2	1714842	52.0	62.0
349.0526	0.0002	Stimulus/S128	2	1745263	52.0	62.0
355.1228	0.0002	Stimulus/S128	2	1775614	52.0	62.0
362.1892	0.0002	Stimulus/S128	2	1810946	52.0	62.0
368.2564	0.0002	Stimulus/S128	2	1841282	52.0	62.0
376.327	0.0002	Stimulus/S128	2	1881635	52.0	62.0
384.4044	0.0002	Stimulus/S128	2	1922022	52.0	62.0
391.4748	0.0002	Stimulus/S128	2	1957374	52.0	62.0
399.5592	0.0002	Stimulus/S128	2	1997796	52.0	62.0
406.6364	0.0002	Stimulus/S128	2	2033182	52.0	62.0
