onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	52.0	62.0
28.15	0.0002	Stimulus/S128	2	140750	52.0	62.0
34.241	0.0002	Stimulus/S128	2	171205	52.0	62.0
40.3046	0.0002	Stimulus/S128	2	201523	52.0	62.0
46.3676	0.0002	Stimulus/S128	2	231838	52.0	62.0
52.431	0.0002	Stimulus/S128	2	262155	52.0	62.0
60.4944	0.0002	Stimulus/S128	2	302472	52.0	62.0
66.5648	0.0002	Stimulus/S128	2	332824	52.0	62.0
73.6404	0.0002	Stimulus/S128	2	368202	52.0	62.0
79.7054	0.0002	Stimulus/S128	2	398527	52.0	62.0
87.769	0.0002	Stimulus/S128	2	438845	52.0	62.0
95.8324	0.0002	Stimulus/S128	2	479162	52.0	62.0
102.8958	0.0002	Stimulus/S128	2	514479	52.0	62.0
109.9592	0.0002	Stimulus/S128	2	549796	52.0	62.0
118.0228	0.0002	Stimulus/S128	2	590114	52.0	62.0
124.0862	0.0002	Stimulus/S128	2	620431	52.0	62.0
132.1496	0.0002	Stimulus/S128	2	660748	52.0	62.0
138.2198	0.0002	Stimulus/S128	2	691099	52.0	62.0
145.2902	0.0002	Stimulus/S128	2	726451	52.0	62.0
152.4092	0.0002	Stimulus/S128	2	762046	52.0	62.0
159.4728	0.0002	Stimulus/S128	2	797364	52.0	62.0
166.5638	0.0002	Stimulus/S128	2	832819	52.0	62.0
174.6274	0.0002	Stimulus/S128	2	873137	52.0	62.0
181.6908	0.0002	Stimulus/S128	2	908454	52.0	62.0
187.761	0.0002	Stimulus/S128	2	938805	52.0	62.0
193.8312	0.0002	Stimulus/S128	2	969156	52.0	62.0
201.9018	0.0002	Stimulus/S128	2	1009509	52.0	62.0
208.9722	0.0002	Stimulus/S128	2	1044861	52.0	62.0
216.0564	0.0002	Stimulus/S128	2	1080282	52.0	62.0
222.1336	0.0002	Stimulus/S128	2	1110668	52.0	62.0
228.2108	0.0002	Stimulus/S128	2	1141054	52.0	62.0
234.281	0.0002	Stimulus/S128	2	1171405	52.0	62.0
240.3512	0.0002	Stimulus/S128	2	1201756	52.0	62.0
247.4146	0.0002	Stimulus/S128	2	1237073	52.0	62.0
255.4782	0.0002	Stimulus/S128	2	1277391	52.0	62.0
263.5418	0.0002	Stimulus/S128	2	1317709	52.0	62.0
269.6052	0.0002	Stimulus/S128	2	1348026	52.0	62.0
276.6754	0.0002	Stimulus/S128	2	1383377	52.0	62.0
284.7388	0.0002	Stimulus/S128	2	1423694	52.0	62.0
292.8094	0.0002	Stimulus/S128	2	1464047	52.0	62.0
299.9006	0.0002	Stimulus/S128	2	1499503	52.0	62.0
306.978	0.0002	Stimulus/S128	2	1534890	52.0	62.0
314.0622	0.0002	Stimulus/S128	2	1570311	52.0	62.0
321.131	0.0002	Stimulus/S128	2	1605655	52.0	62.0
329.1964	0.0002	Stimulus/S128	2	1645982	52.0	62.0
337.2666	0.0002	Stimulus/S128	2	1686333	52.0	62.0
345.3374	0.0002	Stimulus/S128	2	1726687	52.0	62.0
353.4146	0.0002	Stimulus/S128	2	1767073	52.0	62.0
361.5546	0.0002	Stimulus/S128	2	1807773	52.0	62.0
367.618	0.0002	Stimulus/S128	2	1838090	52.0	62.0
373.688	0.0002	Stimulus/S128	2	1868440	52.0	62.0
380.7584	0.0002	Stimulus/S128	2	1903792	52.0	62.0
386.8216	0.0002	Stimulus/S128	2	1934108	52.0	62.0
394.8992	0.0002	Stimulus/S128	2	1974496	52.0	62.0
401.9628	0.0002	Stimulus/S128	2	2009814	52.0	62.0
