onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0		
17.509	0.0002	Stimulus/S128	2	87545		
23.343	0.0002	Stimulus/S128	2	116715		
29.177	0.0002	Stimulus/S128	2	145885		
35.011	0.0002	Stimulus/S128	2	175055		
41.8454	0.0002	Stimulus/S128	2	209227		
48.6796	0.0002	Stimulus/S128	2	243398		
55.5138	0.0002	Stimulus/S128	2	277569		
62.348	0.0002	Stimulus/S128	2	311740		
69.1822	0.0002	Stimulus/S128	2	345911		
77.0164	0.0002	Stimulus/S128	2	385082		
82.8506	0.0002	Stimulus/S128	2	414253		
88.6846	0.0002	Stimulus/S128	2	443423		
96.519	0.0002	Stimulus/S128	2	482595		
103.3532	0.0002	Stimulus/S128	2	516766		
109.1874	0.0002	Stimulus/S128	2	545937		
116.0214	0.0002	Stimulus/S128	2	580107		
121.8556	0.0002	Stimulus/S128	2	609278		
129.69	0.0002	Stimulus/S128	2	648450		
135.524	0.0002	Stimulus/S128	2	677620		
142.3582	0.0002	Stimulus/S128	2	711791		
150.1926	0.0002	Stimulus/S128	2	750963		
157.0268	0.0002	Stimulus/S128	2	785134		
164.861	0.0002	Stimulus/S128	2	824305		
172.6954	0.0002	Stimulus/S128	2	863477		
180.5298	0.0002	Stimulus/S128	2	902649		
187.364	0.0002	Stimulus/S128	2	936820		
193.198	0.0002	Stimulus/S128	2	965990		
200.0324	0.0002	Stimulus/S128	2	1000162		
206.8664	0.0002	Stimulus/S128	2	1034332		
212.7008	0.0002	Stimulus/S128	2	1063504		
220.535	0.0002	Stimulus/S128	2	1102675		
226.3692	0.0002	Stimulus/S128	2	1131846		
232.2034	0.0002	Stimulus/S128	2	1161017		
238.0372	0.0002	Stimulus/S128	2	1190186		
245.8714	0.0002	Stimulus/S128	2	1229357		
253.7058	0.0002	Stimulus/S128	2	1268529		
261.5402	0.0002	Stimulus/S128	2	1307701		
267.3744	0.0002	Stimulus/S128	2	1336872		
275.2086	0.0002	Stimulus/S128	2	1376043		
281.0428	0.0002	Stimulus/S128	2	1405214		
287.8768	0.0002	Stimulus/S128	2	1439384		
293.711	0.0002	Stimulus/S128	2	1468555		
301.5454	0.0002	Stimulus/S128	2	1507727		
309.3796	0.0002	Stimulus/S128	2	1546898		
317.214	0.0002	Stimulus/S128	2	1586070		
324.0482	0.0002	Stimulus/S128	2	1620241		
330.8824	0.0002	Stimulus/S128	2	1654412		
337.7166	0.0002	Stimulus/S128	2	1688583		
345.551	0.0002	Stimulus/S128	2	1727755		
353.3854	0.0002	Stimulus/S128	2	1766927		
359.2196	0.0002	Stimulus/S128	2	1796098		
366.0538	0.0002	Stimulus/S128	2	1830269		
373.888	0.0002	Stimulus/S128	2	1869440		
379.7222	0.0002	Stimulus/S128	2	1898611		
