onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0		
17.3758	0.0002	Stimulus/S128	2	86879		
23.4598	0.0002	Stimulus/S128	2	117299		
31.5302	0.0002	Stimulus/S128	2	157651		
39.5938	0.0002	Stimulus/S128	2	197969		
46.6642	0.0002	Stimulus/S128	2	233321		
52.7274	0.0002	Stimulus/S128	2	263637		
59.7978	0.0002	Stimulus/S128	2	298989		
66.8682	0.0002	Stimulus/S128	2	334341		
72.9732	0.0002	Stimulus/S128	2	364866		
79.0434	0.0002	Stimulus/S128	2	395217		
87.1208	0.0002	Stimulus/S128	2	435604		
95.1844	0.0002	Stimulus/S128	2	475922		
103.2618	0.0002	Stimulus/S128	2	516309		
111.3324	0.0002	Stimulus/S128	2	556662		
118.3958	0.0002	Stimulus/S128	2	591979		
126.4732	0.0002	Stimulus/S128	2	632366		
133.5434	0.0002	Stimulus/S128	2	667717		
140.6278	0.0002	Stimulus/S128	2	703139		
148.6912	0.0002	Stimulus/S128	2	743456		
155.7964	0.0002	Stimulus/S128	2	778982		
163.867	0.0002	Stimulus/S128	2	819335		
171.9444	0.0002	Stimulus/S128	2	859722		
179.0146	0.0002	Stimulus/S128	2	895073		
186.0782	0.0002	Stimulus/S128	2	930391		
192.1484	0.0002	Stimulus/S128	2	960742		
198.2186	0.0002	Stimulus/S128	2	991093		
206.2822	0.0002	Stimulus/S128	2	1031411		
213.3524	0.0002	Stimulus/S128	2	1066762		
221.437	0.0002	Stimulus/S128	2	1107185		
229.5144	0.0002	Stimulus/S128	2	1147572		
235.5846	0.0002	Stimulus/S128	2	1177923		
241.648	0.0002	Stimulus/S128	2	1208240		
247.718	0.0002	Stimulus/S128	2	1238590		
254.7816	0.0002	Stimulus/S128	2	1273908		
260.8518	0.0002	Stimulus/S128	2	1304259		
267.929	0.0002	Stimulus/S128	2	1339645		
273.9992	0.0002	Stimulus/S128	2	1369996		
280.0694	0.0002	Stimulus/S128	2	1400347		
286.1328	0.0002	Stimulus/S128	2	1430664		
294.1964	0.0002	Stimulus/S128	2	1470982		
302.2808	0.0002	Stimulus/S128	2	1511404		
309.358	0.0002	Stimulus/S128	2	1546790		
316.4214	0.0002	Stimulus/S128	2	1582107		
323.4848	0.0002	Stimulus/S128	2	1617424		
330.5482	0.0002	Stimulus/S128	2	1652741		
336.6184	0.0002	Stimulus/S128	2	1683092		
342.6958	0.0002	Stimulus/S128	2	1713479		
348.766	0.0002	Stimulus/S128	2	1743830		
356.8364	0.0002	Stimulus/S128	2	1784182		
363.9208	0.0002	Stimulus/S128	2	1819604		
369.991	0.0002	Stimulus/S128	2	1849955		
378.0544	0.0002	Stimulus/S128	2	1890272		
385.1318	0.0002	Stimulus/S128	2	1925659		
391.202	0.0002	Stimulus/S128	2	1956010		
