onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	54.0	59.0
8.3602	0.0002	Stimulus/S128	2	41801	54.0	59.0
16.201	0.0002	Stimulus/S128	2	81005	54.0	59.0
24.0424	0.0002	Stimulus/S128	2	120212	54.0	59.0
31.8772	0.0002	Stimulus/S128	2	159386	54.0	59.0
37.711	0.0002	Stimulus/S128	2	188555	54.0	59.0
44.5518	0.0002	Stimulus/S128	2	222759	54.0	59.0
52.3864	0.0002	Stimulus/S128	2	261932	54.0	59.0
58.2202	0.0002	Stimulus/S128	2	291101	54.0	59.0
65.0614	0.0002	Stimulus/S128	2	325307	54.0	59.0
71.9026	0.0002	Stimulus/S128	2	359513	54.0	59.0
78.7438	0.0002	Stimulus/S128	2	393719	54.0	59.0
86.5782	0.0002	Stimulus/S128	2	432891	54.0	59.0
93.4194	0.0002	Stimulus/S128	2	467097	54.0	59.0
100.2604	0.0002	Stimulus/S128	2	501302	54.0	59.0
107.1016	0.0002	Stimulus/S128	2	535508	54.0	59.0
114.943	0.0002	Stimulus/S128	2	574715	54.0	59.0
121.7894	0.0002	Stimulus/S128	2	608947	54.0	59.0
128.6322	0.0002	Stimulus/S128	2	643161	54.0	59.0
135.4734	0.0002	Stimulus/S128	2	677367	54.0	59.0
143.3146	0.0002	Stimulus/S128	2	716573	54.0	59.0
149.1556	0.0002	Stimulus/S128	2	745778	54.0	59.0
155.9968	0.0002	Stimulus/S128	2	779984	54.0	59.0
163.8386	0.0002	Stimulus/S128	2	819193	54.0	59.0
170.6794	0.0002	Stimulus/S128	2	853397	54.0	59.0
178.5136	0.0002	Stimulus/S128	2	892568	54.0	59.0
184.3478	0.0002	Stimulus/S128	2	921739	54.0	59.0
191.189	0.0002	Stimulus/S128	2	955945	54.0	59.0
199.0232	0.0002	Stimulus/S128	2	995116	54.0	59.0
204.8572	0.0002	Stimulus/S128	2	1024286	54.0	59.0
212.6988	0.0002	Stimulus/S128	2	1063494	54.0	59.0
218.5328	0.0002	Stimulus/S128	2	1092664	54.0	59.0
225.3738	0.0002	Stimulus/S128	2	1126869	54.0	59.0
231.208	0.0002	Stimulus/S128	2	1156040	54.0	59.0
237.042	0.0002	Stimulus/S128	2	1185210	54.0	59.0
242.8762	0.0002	Stimulus/S128	2	1214381	54.0	59.0
248.7102	0.0002	Stimulus/S128	2	1243551	54.0	59.0
254.5444	0.0002	Stimulus/S128	2	1272722	54.0	59.0
262.3856	0.0002	Stimulus/S128	2	1311928	54.0	59.0
268.2256	0.0002	Stimulus/S128	2	1341128	54.0	59.0
274.0676	0.0002	Stimulus/S128	2	1370338	54.0	59.0
279.9018	0.0002	Stimulus/S128	2	1399509	54.0	59.0
287.7362	0.0002	Stimulus/S128	2	1438681	54.0	59.0
295.5774	0.0002	Stimulus/S128	2	1477887	54.0	59.0
301.4114	0.0002	Stimulus/S128	2	1507057	54.0	59.0
308.2526	0.0002	Stimulus/S128	2	1541263	54.0	59.0
314.0868	0.0002	Stimulus/S128	2	1570434	54.0	59.0
320.9278	0.0002	Stimulus/S128	2	1604639	54.0	59.0
326.762	0.0002	Stimulus/S128	2	1633810	54.0	59.0
332.5962	0.0002	Stimulus/S128	2	1662981	54.0	59.0
340.4304	0.0002	Stimulus/S128	2	1702152	54.0	59.0
347.2716	0.0002	Stimulus/S128	2	1736358	54.0	59.0
355.1062	0.0002	Stimulus/S128	2	1775531	54.0	59.0
362.9472	0.0002	Stimulus/S128	2	1814736	54.0	59.0
369.7884	0.0002	Stimulus/S128	2	1848942	54.0	59.0
