onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0		
6.9128	0.0002	Stimulus/S128	2	34564		
12.997	0.0002	Stimulus/S128	2	64985		
20.0742	0.0002	Stimulus/S128	2	100371		
28.1586	0.0002	Stimulus/S128	2	140793		
34.2358	0.0002	Stimulus/S128	2	171179		
42.3062	0.0002	Stimulus/S128	2	211531		
48.3764	0.0002	Stimulus/S128	2	241882		
54.4536	0.0002	Stimulus/S128	2	272268		
60.5168	0.0002	Stimulus/S128	2	302584		
68.5944	0.0002	Stimulus/S128	2	342972		
74.6716	0.0002	Stimulus/S128	2	373358		
82.742	0.0002	Stimulus/S128	2	413710		
89.8192	0.0002	Stimulus/S128	2	449096		
95.8894	0.0002	Stimulus/S128	2	479447		
102.9528	0.0002	Stimulus/S128	2	514764		
110.0162	0.0002	Stimulus/S128	2	550081		
117.0796	0.0002	Stimulus/S128	2	585398		
125.1502	0.0002	Stimulus/S128	2	625751		
132.2136	0.0002	Stimulus/S128	2	661068		
140.2774	0.0002	Stimulus/S128	2	701387		
148.3406	0.0002	Stimulus/S128	2	741703		
156.418	0.0002	Stimulus/S128	2	782090		
164.4816	0.0002	Stimulus/S128	2	822408		
172.5522	0.0002	Stimulus/S128	2	862761		
178.6154	0.0002	Stimulus/S128	2	893077		
185.6788	0.0002	Stimulus/S128	2	928394		
192.7492	0.0002	Stimulus/S128	2	963746		
200.8196	0.0002	Stimulus/S128	2	1004098		
208.904	0.0002	Stimulus/S128	2	1044520		
216.9746	0.0002	Stimulus/S128	2	1084873		
224.0656	0.0002	Stimulus/S128	2	1120328		
230.136	0.0002	Stimulus/S128	2	1150680		
237.1992	0.0002	Stimulus/S128	2	1185996		
245.2628	0.0002	Stimulus/S128	2	1226314		
251.34	0.0002	Stimulus/S128	2	1256700		
257.4102	0.0002	Stimulus/S128	2	1287051		
265.4738	0.0002	Stimulus/S128	2	1327369		
271.5578	0.0002	Stimulus/S128	2	1357789		
278.6212	0.0002	Stimulus/S128	2	1393106		
285.6986	0.0002	Stimulus/S128	2	1428493		
292.7688	0.0002	Stimulus/S128	2	1463844		
298.8392	0.0002	Stimulus/S128	2	1494196		
305.9164	0.0002	Stimulus/S128	2	1529582		
311.9868	0.0002	Stimulus/S128	2	1559934		
318.05	0.0002	Stimulus/S128	2	1590250		
325.1342	0.0002	Stimulus/S128	2	1625671		
331.2114	0.0002	Stimulus/S128	2	1656057		
339.2888	0.0002	Stimulus/S128	2	1696444		
346.3522	0.0002	Stimulus/S128	2	1731761		
352.4224	0.0002	Stimulus/S128	2	1762112		
358.4856	0.0002	Stimulus/S128	2	1792428		
365.549	0.0002	Stimulus/S128	2	1827745		
372.6334	0.0002	Stimulus/S128	2	1863167		
380.7038	0.0002	Stimulus/S128	2	1903519		
