onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0		
6.1548	0.0002	Stimulus/S128	2	30774		
12.9888	0.0002	Stimulus/S128	2	64944		
19.8232	0.0002	Stimulus/S128	2	99116		
27.6574	0.0002	Stimulus/S128	2	138287		
34.4918	0.0002	Stimulus/S128	2	172459		
41.3258	0.0002	Stimulus/S128	2	206629		
49.1604	0.0002	Stimulus/S128	2	245802		
54.9944	0.0002	Stimulus/S128	2	274972		
62.8286	0.0002	Stimulus/S128	2	314143		
69.6628	0.0002	Stimulus/S128	2	348314		
77.4972	0.0002	Stimulus/S128	2	387486		
85.3316	0.0002	Stimulus/S128	2	426658		
93.1658	0.0002	Stimulus/S128	2	465829		
99.0	0.0002	Stimulus/S128	2	495000		
105.8342	0.0002	Stimulus/S128	2	529171		
111.6682	0.0002	Stimulus/S128	2	558341		
117.5024	0.0002	Stimulus/S128	2	587512		
125.3368	0.0002	Stimulus/S128	2	626684		
132.171	0.0002	Stimulus/S128	2	660855		
138.005	0.0002	Stimulus/S128	2	690025		
145.8394	0.0002	Stimulus/S128	2	729197		
152.6736	0.0002	Stimulus/S128	2	763368		
158.5078	0.0002	Stimulus/S128	2	792539		
165.3418	0.0002	Stimulus/S128	2	826709		
171.176	0.0002	Stimulus/S128	2	855880		
179.0104	0.0002	Stimulus/S128	2	895052		
185.8498	0.0002	Stimulus/S128	2	929249		
191.6856	0.0002	Stimulus/S128	2	958428		
198.5198	0.0002	Stimulus/S128	2	992599		
206.3542	0.0002	Stimulus/S128	2	1031771		
214.1884	0.0002	Stimulus/S128	2	1070942		
222.0228	0.0002	Stimulus/S128	2	1110114		
229.8572	0.0002	Stimulus/S128	2	1149286		
237.6916	0.0002	Stimulus/S128	2	1188458		
245.526	0.0002	Stimulus/S128	2	1227630		
251.36	0.0002	Stimulus/S128	2	1256800		
258.1942	0.0002	Stimulus/S128	2	1290971		
264.0284	0.0002	Stimulus/S128	2	1320142		
269.8624	0.0002	Stimulus/S128	2	1349312		
275.6966	0.0002	Stimulus/S128	2	1378483		
281.5306	0.0002	Stimulus/S128	2	1407653		
287.3646	0.0002	Stimulus/S128	2	1436823		
293.1988	0.0002	Stimulus/S128	2	1465994		
301.0334	0.0002	Stimulus/S128	2	1505167		
306.8672	0.0002	Stimulus/S128	2	1534336		
314.7016	0.0002	Stimulus/S128	2	1573508		
321.5358	0.0002	Stimulus/S128	2	1607679		
328.37	0.0002	Stimulus/S128	2	1641850		
335.2044	0.0002	Stimulus/S128	2	1676022		
342.0384	0.0002	Stimulus/S128	2	1710192		
348.8726	0.0002	Stimulus/S128	2	1744363		
354.7068	0.0002	Stimulus/S128	2	1773534		
362.541	0.0002	Stimulus/S128	2	1812705		
369.3752	0.0002	Stimulus/S128	2	1846876		
